agent_name,agent_category,initial_cash,k_value,risk_aversion,max_position_fraction,signal_threshold,max_short_fraction
institutional_3,Institutional,370916,0.9297849273052949,0.24201530766795082,0.15,0.10497178435337547,0.15
institutional_4,Institutional,403893,0.8207357269229236,0.31197670382877396,0.15,0.14248276341246546,0.15
momentum_0,Momentum,45064,0.44257638225695567,0.2893898657834869,0.6,0.05650007068401755,0.4
momentum_1,Momentum,45801,0.4381416204663324,0.11982908951855098,0.6,0.07946257887020328,0.4
momentum_2,Momentum,53491,0.4302235138937139,0.7912512227002235,0.6,0.08242997266297555,0.4
momentum_3,Momentum,45216,0.4287374509135471,0.1864765011223657,0.6,0.08488667131624358,0.4
momentum_4,Momentum,55423,0.37224337175456645,0.7532692844775432,0.6,0.06841212938715768,0.4
momentum_5,Momentum,47457,0.37229235472058086,0.6280265461989032,0.6,0.06593863914259135,0.4
momentum_6,Momentum,42274,0.44668891040483616,0.3232999941774971,0.6,0.0756592695443051,0.4
momentum_7,Momentum,57570,0.3831149868214407,0.12208042809570872,0.6,0.08508153646302241,0.4
momentum_8,Momentum,45851,0.40805897337387076,0.8868404583064697,0.6,0.051530287894130514,0.4
momentum_9,Momentum,54239,0.38456871116798,0.7291425425629455,0.6,0.06745575535482431,0.4
momentum_10,Momentum,43789,0.3885195433344727,0.5612704347972797,0.6,0.06018890024554328,0.4
momentum_11,Momentum,54288,0.35016912782186294,0.8404601323992662,0.6,0.07153807988371168,0.4
momentum_12,Momentum,46456,0.3864221471781264,0.15597904890104816,0.6,0.0765695073964509,0.4
momentum_13,Momentum,50286,0.41633874762655443,0.1997002525314942,0.6,0.08600187340388366,0.4
momentum_14,Momentum,50134,0.41668929041057295,0.36094632388591996,0.6,0.07788833656777597,0.4
momentum_15,Momentum,44170,0.36918400929901474,0.6319435473702172,0.6,0.06516581108490167,0.4
momentum_16,Momentum,45702,0.41155149159513804,0.34075989965245224,0.6,0.07191748852542793,0.4
momentum_17,Momentum,49957,0.3786913716868927,0.4439105199918677,0.6,0.07319939124782728,0.4
momentum_18,Momentum,50559,0.3964988190247014,0.453727839443846,0.6,0.05854805603956401,0.4
momentum_19,Momentum,45560,0.4158850744998422,0.32702912399442197,0.6,0.07655415345219994,0.4
momentum_20,Momentum,50983,0.35933872000755623,0.8615997299619802,0.6,0.05939474394106736,0.4
momentum_21,Momentum,47361,0.4306562894576266,0.21788316979661815,0.6,0.05184854872371034,0.4
momentum_22,Momentum,42386,0.3955416168380089,0.8089095272407852,0.6,0.07302683597637272,0.4
momentum_23,Momentum,52582,0.3994377169010437,0.2951875516627511,0.6,0.07624232044447136,0.4
momentum_24,Momentum,43492,0.4278420406767325,0.2750729094498555,0.6,0.08216439424692572,0.4
value_0,value_investor_agent,133944,0.49645498845742525,0.25574057940333955,0.4,0.1166988005782176,0.3
value_1,value_investor_agent,129914,0.4633339105557029,0.24646432374982366,0.4,0.10124527543422354,0.3
value_2,value_investor_agent,149496,0.5391425925810438,0.26126523227617626,0.4,0.10877095845103868,0.3
value_3,value_investor_agent,135905,0.49459136120767005,0.21591579075429995,0.4,0.11445979639133048,0.3
value_4,value_investor_agent,116986,0.5251776786500512,0.2839862887841921,0.4,0.09109245412522962,0.3
value_5,value_investor_agent,141074,0.4739245863814633,0.24398725932649026,0.4,0.10854179450444226,0.3
value_6,value_investor_agent,117807,0.48358475366213144,0.2893026832790317,0.4,0.08322310630630674,0.3
value_7,value_investor_agent,115155,0.48830352924313386,0.2152805266577148,0.4,0.0885581150842395,0.3
value_8,value_investor_agent,126712,0.4830881391038084,0.24659243033511508,0.4,0.08249062842334341,0.3
value_9,value_investor_agent,125524,0.5404838478340177,0.2584079414204225,0.4,0.10782091945991872,0.3
value_10,value_investor_agent,131259,0.45058960835839934,0.23517588026718247,0.4,0.11013900500237543,0.3
value_11,value_investor_agent,135272,0.5247515668978051,0.2546132309733839,0.4,0.10413010355764965,0.3
value_12,value_investor_agent,131996,0.4719421634621436,0.24358359760466367,0.4,0.0811609927978686,0.3
value_13,value_investor_agent,143835,0.517914188502835,0.24043166691376372,0.4,0.08660178924814035,0.3
value_14,value_investor_agent,108364,0.5480721977518923,0.2534123629532504,0.4,0.11627715450347073,0.3
value_15,value_investor_agent,105501,0.5142749648009336,0.21356994872305643,0.4,0.09846793776206048,0.3
value_16,value_investor_agent,117049,0.48791038641881396,0.22116602842114816,0.4,0.09307383219525234,0.3
value_17,value_investor_agent,118235,0.5252009823554785,0.2831924285155273,0.4,0.09009086127129523,0.3
value_18,value_investor_agent,130822,0.45193832870500106,0.25394190479225337,0.4,0.11999631314036836,0.3
value_19,value_investor_agent,114694,0.5150144093249875,0.2781233049610895,0.4,0.10607018620975557,0.3
value_20,value_investor_agent,116205,0.46993606823625333,0.20203800173203323,0.4,0.08609529383139161,0.3
value_21,value_investor_agent,131035,0.5169458844619911,0.2563969581930019,0.4,0.08871858163626015,0.3
value_22,value_investor_agent,124175,0.46677891433678026,0.2607247493890932,0.4,0.10991702607821144,0.3
value_23,value_investor_agent,110732,0.5464720773034089,0.21080987496576067,0.4,0.08102713701989864,0.3
value_24,value_investor_agent,137735,0.5177347286850409,0.2958172838205896,0.4,0.09586617766066509,0.3
value_25,value_investor_agent,104980,0.5092097861249852,0.28305716337803183,0.4,0.08971397522148529,0.3
value_26,value_investor_agent,144843,0.5100411614816844,0.21210550650673152,0.4,0.11935377406058685,0.3
value_27,value_investor_agent,122754,0.50327452453105,0.2661521340687356,0.4,0.08275826946078563,0.3
value_28,value_investor_agent,100829,0.5349575626999578,0.2822330918090058,0.4,0.08422155482575995,0.3
value_29,value_investor_agent,141653,0.5391575014805103,0.24597393476017462,0.4,0.0861196459637544,0.3
